"","year","plot","trmt","season","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","fs_r2_quantile","fs_evar_quantile","fs_simp_quantile","fs_skew_quantile","poilog_expmu","poilog_sig"
"397",2007,16,"removal","summer",2,2,5,6,12,17,39,54,59,137,374,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.9,20.3158436791305,2.01963227826276
"398",2008,16,"removal","summer",1,1,5,36,56,76,802,1893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,0.89,4.87650379082971,3.81064028637983
"399",2000,23,"removal","summer",6,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.74,0.74,1,7.99221199348108,0.0354620030313802
"400",2001,23,"removal","summer",1,2,2,6,9,9,12,18,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.27,0.34,0.69,5.87612524698281,1.0548110194127
"401",2002,23,"removal","summer",1,1,3,5,7,16,17,25,31,43,89,91,140,266,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.01,0,0.99,16.6242361978155,2.11948322185003
"402",2006,23,"removal","summer",1,1,2,3,5,6,8,11,24,24,26,31,42,42,60,76,78,148,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0,1,14.0217605109458,1.86601709204337
"403",1996,11,"control","summer",2,2,3,4,5,6,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.84,0.56,0.82,4.35751362078575,0.629638439512814
"404",1995,8,"control","summer",1,1,1,2,3,3,152,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0,0,0.68,0.0531108510872125,3.66977681609875
"405",2001,14,"control","summer",1,1,2,2,3,4,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.41,0.19,0.88,1.89120218438442,0.998042230193283
"406",1995,6,"krat_removal","summer",4,26,88,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.22,0.38,0.35,32.6919119382798,1.32453486388366
"407",2001,18,"krat_removal","summer",1,1,1,1,3,4,22,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0,0.07,0.71,0.0367565862992494,3.13503635028758
"408",1995,5,"removal","summer",1,1,2,2,4,4,8,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.04,0,1,0.150230225548615,3.0238513861581
"409",1996,4,"control","summer",1,1,1,4,4,17,17,51,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0,0,0.96,0.709275088530167,2.97755312944711
"410",1996,8,"control","summer",2,2,3,7,9,19,100,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.08,0.02,0.68,7.1187283040286,1.82135106237131
"411",1996,17,"control","summer",1,1,1,6,23,70,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0,0.01,0.7,0.170286545326366,3.63130880397125
"412",1996,3,"krat_removal","summer",1,4,6,11,57,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.07,0.01,0.81,7.18395254000165,1.91766273164044
"413",1996,6,"krat_removal","summer",1,1,1,5,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.25,0.62,0.11,2.39217873880032,1.03259101295088
"414",1996,19,"krat_removal","summer",1,1,2,2,11,28,29,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.01,0.01,0.97,0.834628233889728,2.86408304898451
"415",1996,10,"removal","summer",1,6,21,35,55,67,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.07,0.57,0.14,20.6871477786663,1.36835485526369
"416",1996,23,"removal","summer",1,2,14,17,20,30,75,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.08,0.13,0.67,13.5254967151691,1.54662427751132
"417",1995,2,"control","summer",1,1,1,2,2,2,2,2,6,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.09,0,1,0.165316867577579,2.26775253355524
"418",1999,4,"control","summer",1,1,2,2,4,5,5,7,8,10,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.1,0,1,2.17299868805781,1.73459079217894
"419",1999,8,"control","summer",1,1,1,2,3,3,6,8,8,25,31,32,44,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.01,0.1,0.6,3.70833516232525,1.86039391966424
"420",2001,8,"control","summer",1,1,2,3,4,4,4,7,8,9,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.24,0.01,1,2.90368850847983,1.33561962674802
"421",2001,11,"control","summer",1,1,1,1,1,1,2,2,2,12,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.05,0,0.99,0.0131164349218875,2.9128938239714
"422",1996,14,"control","summer",1,1,1,3,3,6,21,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.04,0.08,0.61,0.880728211430711,1.97252022397932
"423",1999,17,"control","summer",1,2,2,2,3,3,13,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.1,0.01,0.99,1.06805897706888,1.9822119388108
"424",1995,22,"control","summer",1,1,3,3,5,6,19,86,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.02,0.01,0.74,2.32211175499807,2.24672350637197
"425",1996,22,"control","summer",3,3,3,5,8,12,24,82,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.17,0.02,0.8,9.25948993595174,1.4865392005273
"426",1999,22,"control","summer",1,1,2,2,3,4,4,6,8,11,16,17,33,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.24,0.11,0.76,4.39259476382114,1.35089685938218
"427",1995,3,"krat_removal","summer",1,1,2,3,4,6,36,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.02,0.05,0.67,1.33902384784223,2.07984865226311
"428",1999,3,"krat_removal","summer",1,1,3,5,7,12,12,14,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.18,0.18,0.88,5.08987339127571,1.24031558777834
"429",2005,6,"krat_removal","summer",1,1,4,5,11,13,13,17,28,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.19,0.65,0.27,7.51174427866979,1.07566284254987
"430",1999,13,"krat_removal","summer",1,1,1,2,2,3,3,4,6,7,23,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.08,0,1,0.634849245626698,2.31199254249693
"431",1996,15,"krat_removal","summer",1,3,6,8,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.31,0.64,0.3,6.03316995137968,0.756946734099482
"432",1999,15,"krat_removal","summer",1,1,1,2,2,2,2,3,4,4,4,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.82,0.87,0.16,2.4655378342876,0.4078502383446
"433",1995,18,"krat_removal","summer",1,1,1,42,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.01,0.03,0.59,0.0410757737379339,3.6527098072259
"434",1996,18,"krat_removal","summer",1,1,2,2,11,29,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.01,0.02,0.88,0.240041697209546,3.11999675510368
"435",1999,18,"krat_removal","summer",1,1,2,2,4,5,7,8,23,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.17,0.04,0.93,2.40342831365876,1.66943948569418
"436",1995,19,"krat_removal","summer",1,2,3,6,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.32,0.49,0.55,3.80232931737839,0.824006582439005
"437",1999,19,"krat_removal","summer",1,1,2,4,5,5,6,12,23,26,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.12,0.04,0.9,4.47355258112,1.46894592361281
"438",1995,20,"krat_removal","summer",1,1,2,2,2,3,72,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,0,0.91,0.0661095057018541,3.4980061656788
"439",1996,20,"krat_removal","summer",2,2,59,163,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.01,0.26,0.29,12.9219506646884,2.47227892540463
"440",1999,20,"krat_removal","summer",1,1,2,2,4,4,4,4,8,11,16,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.33,0.05,0.96,3.18810011749424,1.26843012547704
"441",1995,21,"krat_removal","summer",1,1,1,2,5,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0,0,1,0.0221260274656295,3.16002321554926
"442",1996,21,"krat_removal","summer",1,2,6,10,13,44,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.05,0.15,0.72,6.86614559944197,1.61666032469618
"443",1999,21,"krat_removal","summer",1,1,1,1,2,2,3,4,6,6,19,20,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.12,0.22,0.42,1.35819252788449,1.70348696575115
"444",2001,21,"krat_removal","summer",2,2,2,2,3,3,4,6,8,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.52,0.01,1,2.75268121215985,1.20273516289035
"445",1999,10,"removal","summer",1,1,3,3,5,5,10,31,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.04,0,1,1.09723538485085,2.65473193518632
"446",1995,16,"removal","summer",1,1,1,1,1,1,1,2,2,3,10,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.09,0.26,0.44,0.0443525777213733,2.49351558405044
"447",1996,16,"removal","summer",2,8,21,128,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.04,0.1,0.55,20.5902898354107,1.8814864734245
"448",1999,16,"removal","summer",1,2,2,2,3,3,4,6,6,14,19,29,30,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.13,0.01,0.98,4.13410478191625,1.64308737091212
"449",1995,23,"removal","summer",1,1,2,2,2,4,24,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.08,0.06,0.75,0.533546602659223,2.23246424742951
"450",1999,23,"removal","summer",1,1,1,2,3,3,4,10,16,19,29,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.01,0,1,1.24375173237752,2.39378779313386
"451",1999,11,"control","summer",1,2,2,3,4,4,5,6,6,7,7,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.87,0.93,0.09,4.72713482490003,0.3294587144603
"452",1999,12,"control","summer",1,1,2,3,4,10,14,30,54,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.02,0.09,0.73,3.46102533929364,2.01449934543087
"453",1999,6,"krat_removal","summer",1,2,3,3,10,13,13,15,16,18,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.31,0.35,0.8,7.67149957306319,1.04307220389205
"454",1999,5,"removal","summer",1,2,3,4,6,7,10,12,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.46,0.36,0.73,5.14283564338809,0.853510662031294
"455",1995,4,"control","summer",1,1,1,1,4,6,50,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0,0,0.91,0.0445878282101654,3.57967663199298
"456",1999,14,"control","summer",1,1,1,2,2,3,4,4,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.5,0.61,0.43,2.15413089121776,0.707023843546989
"457",2001,15,"krat_removal","summer",1,1,1,6,10,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0,0.01,0.98,0.0494688192877569,3.35688161746459
"458",1996,5,"removal","summer",1,1,2,2,4,42,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.01,0,0.89,0.0917486098890396,3.45132714095086
"459",1996,7,"removal","summer",1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4,0.4,1,0.864052584275598,0.482092459723373
"460",1999,7,"removal","summer",1,2,2,3,58,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0,0,0.79,0.319509322654715,3.29413229661211
"461",2000,7,"removal","summer",1,1,5,6,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.1,0.31,0.39,3.29236299061668,1.36100670257989
"462",2001,7,"removal","summer",1,1,1,1,2,2,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.15,0.02,0.93,0.0462702329713673,2.48054429646736
"463",1995,14,"control","summer",1,1,20,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0,0.09,0.69,0.0894765791316478,3.54983497454254
"464",1995,13,"krat_removal","summer",1,1,2,2,60,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0,0,0.85,0.0712120869154284,3.70553413441205
"465",1995,15,"krat_removal","summer",2,6,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.79,0.9,0.06,5.47661257108965,0.0109810231633795
"466",1995,10,"removal","summer",1,1,2,4,4,6,30,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.05,0.09,0.63,2.05060043846753,1.73516292328748
"467",1995,11,"control","summer",1,26,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.01,0.05,0.82,3.28762863082732,3.30473270287264
"468",1995,17,"control","summer",2,18,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.05,0.07,0.7,12.1085082767929,1.87862846435017
